"","X","REGION","ISLAND","DIVEID","SEGMENT","ANALYSIS_SEC"
"2319",2319,"SAMOA","Tutuila",201002245,1,"TUT_NE"
"2320",2320,"SAMOA","Tutuila",201002245,2,"TUT_NE"
"2321",2321,"SAMOA","Tutuila",201002245,3,"TUT_NE"
"2322",2322,"SAMOA","Tutuila",201002245,4,"TUT_NE"
"2323",2323,"SAMOA","Tutuila",201002245,5,"TUT_NE"
"2324",2324,"SAMOA","Tutuila",201002246,2,"TUT_NE"
"2325",2325,"SAMOA","Tutuila",201002246,3,"TUT_NE"
"2326",2326,"SAMOA","Tutuila",201002246,4,"TUT_NE"
"2327",2327,"SAMOA","Tutuila",201002246,5,"TUT_NE"
"2328",2328,"SAMOA","Tutuila",201002246,6,"TUT_NE"
"2329",2329,"SAMOA","Tutuila",201002246,7,"TUT_NE"
"2330",2330,"SAMOA","Tutuila",201002246,8,"TUT_NE"
"2331",2331,"SAMOA","Tutuila",201002246,9,"TUT_NE"
"2332",2332,"SAMOA","Tutuila",201002246,10,"TUT_NE"
"2333",2333,"SAMOA","Tutuila",201002251,1,"TUT_NE"
"2334",2334,"SAMOA","Tutuila",201002251,2,"TUT_NE"
"2335",2335,"SAMOA","Tutuila",201002251,3,"TUT_NE"
"2336",2336,"SAMOA","Tutuila",201002251,4,"TUT_NE"
"2337",2337,"SAMOA","Tutuila",201002251,5,"TUT_NE"
"2338",2338,"SAMOA","Tutuila",201002251,6,"TUT_NE"
"2339",2339,"SAMOA","Tutuila",201002251,7,"TUT_NE"
"2340",2340,"SAMOA","Tutuila",201002251,8,"TUT_NE"
"2341",2341,"SAMOA","Tutuila",201002251,9,"TUT_NE"
"2342",2342,"SAMOA","Tutuila",201002251,10,"AUNUU_SANCTUARY_B"
"2343",2343,"SAMOA","Tutuila",201002252,1,"AUNUU_SANCTUARY_B"
"2344",2344,"SAMOA","Tutuila",201002252,2,"AUNUU_SANCTUARY_B"
"2345",2345,"SAMOA","Tutuila",201002252,3,"AUNUU_SANCTUARY_B"
"2346",2346,"SAMOA","Tutuila",201002252,4,"AUNUU_SANCTUARY_B"
"2347",2347,"SAMOA","Tutuila",201002252,5,"AUNUU_SANCTUARY_B"
"2348",2348,"SAMOA","Tutuila",201002252,6,"AUNUU_SANCTUARY_B"
"2349",2349,"SAMOA","Tutuila",201002252,7,"AUNUU_SANCTUARY_B"
"2350",2350,"SAMOA","Tutuila",201002252,8,"AUNUU_SANCTUARY_B"
"2351",2351,"SAMOA","Tutuila",201002252,9,"TUT_NE"
"2352",2352,"SAMOA","Tutuila",201002252,10,"TUT_NE"
"2353",2353,"SAMOA","Tutuila",201002253,1,"TUT_SE"
"2354",2354,"SAMOA","Tutuila",201002253,2,"TUT_SE"
"2355",2355,"SAMOA","Tutuila",201002253,3,"TUT_SE"
"2356",2356,"SAMOA","Tutuila",201002253,4,"TUT_SE"
"2357",2357,"SAMOA","Tutuila",201002253,5,"TUT_SE"
"2358",2358,"SAMOA","Tutuila",201002253,6,"TUT_SE"
"2359",2359,"SAMOA","Tutuila",201002253,7,"TUT_SE"
"2360",2360,"SAMOA","Tutuila",201002253,8,"TUT_SE"
"2361",2361,"SAMOA","Tutuila",201002253,9,"TUT_SE"
"2362",2362,"SAMOA","Tutuila",201002253,10,"TUT_SE"
"2363",2363,"SAMOA","Tutuila",201002254,1,"TUT_SE"
"2364",2364,"SAMOA","Tutuila",201002254,2,"TUT_SE"
"2365",2365,"SAMOA","Tutuila",201002254,3,"TUT_NE"
"2366",2366,"SAMOA","Tutuila",201002254,4,"TUT_NE"
"2367",2367,"SAMOA","Tutuila",201002254,5,"TUT_NE"
"2368",2368,"SAMOA","Tutuila",201002254,7,"TUT_NE"
"2369",2369,"SAMOA","Tutuila",201002254,8,"TUT_NE"
"2370",2370,"SAMOA","Tutuila",201002254,9,"TUT_NE"
"2371",2371,"SAMOA","Tutuila",201002254,10,"TUT_NE"
"2372",2372,"SAMOA","Tutuila",201002255,1,"TUT_NE"
"2373",2373,"SAMOA","Tutuila",201002255,2,"TUT_NE"
"2374",2374,"SAMOA","Tutuila",201002255,3,"TUT_NE"
"2375",2375,"SAMOA","Tutuila",201002255,4,"TUT_NE"
"2376",2376,"SAMOA","Tutuila",201002255,5,"TUT_NE"
"2377",2377,"SAMOA","Tutuila",201002255,6,"TUT_NE"
"2378",2378,"SAMOA","Tutuila",201002255,7,"TUT_NE"
"2379",2379,"SAMOA","Tutuila",201002255,8,"TUT_NE"
"2380",2380,"SAMOA","Tutuila",201002255,9,"TUT_NE"
"2381",2381,"SAMOA","Tutuila",201002255,10,"TUT_NE"
"2382",2382,"SAMOA","Tutuila",201002256,1,"TUT_NE"
"2383",2383,"SAMOA","Tutuila",201002256,2,"TUT_NE"
"2384",2384,"SAMOA","Tutuila",201002256,3,"TUT_NE"
"2385",2385,"SAMOA","Tutuila",201002256,4,"TUT_NE"
"2386",2386,"SAMOA","Tutuila",201002256,5,"TUT_NE"
"2387",2387,"SAMOA","Tutuila",201002256,6,"TUT_NE"
"2388",2388,"SAMOA","Tutuila",201002256,7,"TUT_NE"
"2389",2389,"SAMOA","Tutuila",201002256,8,"TUT_NE"
"2390",2390,"SAMOA","Tutuila",201002256,9,"TUT_NE"
"2391",2391,"SAMOA","Tutuila",201002256,10,"TUT_NE"
"2392",2392,"SAMOA","Tutuila",201002261,1,"TUT_SE"
"2393",2393,"SAMOA","Tutuila",201002261,2,"TUT_SE"
"2394",2394,"SAMOA","Tutuila",201002261,6,"TUT_SE"
"2395",2395,"SAMOA","Tutuila",201002261,7,"TUT_SE"
"2396",2396,"SAMOA","Tutuila",201002261,8,"TUT_SE"
"2397",2397,"SAMOA","Tutuila",201002261,9,"TUT_SE"
"2398",2398,"SAMOA","Tutuila",201002261,10,"TUT_SE"
"2399",2399,"SAMOA","Tutuila",201002262,1,"TUT_SE"
"2400",2400,"SAMOA","Tutuila",201002262,2,"TUT_SE"
"2401",2401,"SAMOA","Tutuila",201002262,3,"TUT_SE"
"2402",2402,"SAMOA","Tutuila",201002262,4,"TUT_SE"
"2403",2403,"SAMOA","Tutuila",201002262,5,"TUT_SE"
"2404",2404,"SAMOA","Tutuila",201002262,6,"TUT_SE"
"2405",2405,"SAMOA","Tutuila",201002262,7,"TUT_SE"
"2406",2406,"SAMOA","Tutuila",201002262,8,"TUT_SE"
"2407",2407,"SAMOA","Tutuila",201002262,9,"TUT_SE"
"2408",2408,"SAMOA","Tutuila",201002262,10,"TUT_SE"
"2409",2409,"SAMOA","Tutuila",201002263,1,"TUT_SE"
"2410",2410,"SAMOA","Tutuila",201002263,2,"TUT_SE"
"2411",2411,"SAMOA","Tutuila",201002263,3,"TUT_SE"
"2412",2412,"SAMOA","Tutuila",201002263,4,"TUT_SE"
"2413",2413,"SAMOA","Tutuila",201002263,5,"TUT_SE"
"2414",2414,"SAMOA","Tutuila",201002263,6,"TUT_SE"
"2415",2415,"SAMOA","Tutuila",201002263,7,"TUT_SE"
"2416",2416,"SAMOA","Tutuila",201002263,8,"TUT_SE"
"2417",2417,"SAMOA","Tutuila",201002263,9,"TUT_SE"
"2418",2418,"SAMOA","Tutuila",201002263,10,"TUT_SE"
"2419",2419,"SAMOA","Tutuila",201002264,1,"TUT_SE"
"2420",2420,"SAMOA","Tutuila",201002264,2,"TUT_SE"
"2421",2421,"SAMOA","Tutuila",201002264,3,"TUT_SE"
"2422",2422,"SAMOA","Tutuila",201002264,4,"TUT_SE"
"2423",2423,"SAMOA","Tutuila",201002264,5,"TUT_SE"
"2424",2424,"SAMOA","Tutuila",201002264,6,"TUT_SE"
"2425",2425,"SAMOA","Tutuila",201002264,7,"TUT_SE"
"2426",2426,"SAMOA","Tutuila",201002264,8,"TUT_SE"
"2427",2427,"SAMOA","Tutuila",201002264,9,"TUT_SE"
"2428",2428,"SAMOA","Tutuila",201002264,10,"TUT_SE"
"2429",2429,"SAMOA","Tutuila",201002265,2,"TUT_SE"
"2430",2430,"SAMOA","Tutuila",201002265,3,"TUT_SE"
"2431",2431,"SAMOA","Tutuila",201002265,4,"TUT_SE"
"2432",2432,"SAMOA","Tutuila",201002265,5,"TUT_SE"
"2433",2433,"SAMOA","Tutuila",201002265,6,"TUT_SE"
"2434",2434,"SAMOA","Tutuila",201002265,8,"TUT_SE"
"2435",2435,"SAMOA","Tutuila",201002265,9,"TUT_SE"
"2436",2436,"SAMOA","Tutuila",201002265,10,"TUT_SE"
"2437",2437,"SAMOA","Tutuila",201002266,1,"TUT_SE"
"2438",2438,"SAMOA","Tutuila",201002266,2,"TUT_SE"
"2439",2439,"SAMOA","Tutuila",201002266,3,"TUT_SE"
"2440",2440,"SAMOA","Tutuila",201002266,4,"TUT_SE"
"2441",2441,"SAMOA","Tutuila",201002266,5,"TUT_SE"
"2442",2442,"SAMOA","Tutuila",201002266,6,"TUT_SE"
"2443",2443,"SAMOA","Tutuila",201002266,8,"TUT_SE"
"2444",2444,"SAMOA","Tutuila",201002266,9,"TUT_SE"
"2445",2445,"SAMOA","Tutuila",201002266,10,"TUT_SE"
"2446",2446,"SAMOA","Tutuila",201002271,1,"TUT_NW"
"2447",2447,"SAMOA","Tutuila",201002271,2,"TUT_NW"
"2448",2448,"SAMOA","Tutuila",201002271,3,"TUT_NW"
"2449",2449,"SAMOA","Tutuila",201002271,4,"TUT_NW"
"2450",2450,"SAMOA","Tutuila",201002271,5,"TUT_NW"
"2451",2451,"SAMOA","Tutuila",201002271,6,"TUT_NW"
"2452",2452,"SAMOA","Tutuila",201002271,7,"TUT_NW"
"2453",2453,"SAMOA","Tutuila",201002271,8,"TUT_NW"
"2454",2454,"SAMOA","Tutuila",201002271,9,"TUT_NW"
"2455",2455,"SAMOA","Tutuila",201002271,10,"TUT_NW"
"2456",2456,"SAMOA","Tutuila",201002272,1,"TUT_NW"
"2457",2457,"SAMOA","Tutuila",201002272,2,"TUT_NW"
"2458",2458,"SAMOA","Tutuila",201002272,3,"TUT_NW"
"2459",2459,"SAMOA","Tutuila",201002272,4,"TUT_NW"
"2460",2460,"SAMOA","Tutuila",201002272,5,"TUT_NW"
"2461",2461,"SAMOA","Tutuila",201002272,6,"TUT_NW"
"2462",2462,"SAMOA","Tutuila",201002272,7,"TUT_NW"
"2463",2463,"SAMOA","Tutuila",201002272,8,"TUT_NW"
"2464",2464,"SAMOA","Tutuila",201002272,9,"TUT_NW"
"2465",2465,"SAMOA","Tutuila",201002272,10,"TUT_NW"
"2466",2466,"SAMOA","Tutuila",201002273,2,"TUT_NW"
"2467",2467,"SAMOA","Tutuila",201002273,7,"TUT_NW"
"2468",2468,"SAMOA","Tutuila",201002273,8,"TUT_NW"
"2469",2469,"SAMOA","Tutuila",201002273,9,"TUT_NW"
"2470",2470,"SAMOA","Tutuila",201002273,10,"TUT_NW"
"2471",2471,"SAMOA","Tutuila",201002274,1,"TUT_NW"
"2472",2472,"SAMOA","Tutuila",201002274,2,"TUT_NW"
"2473",2473,"SAMOA","Tutuila",201002274,3,"TUT_NW"
"2474",2474,"SAMOA","Tutuila",201002274,4,"TUT_NW"
"2475",2475,"SAMOA","Tutuila",201002274,5,"TUT_NW"
"2476",2476,"SAMOA","Tutuila",201002274,6,"TUT_NW"
"2477",2477,"SAMOA","Tutuila",201002274,7,"TUT_NW"
"2478",2478,"SAMOA","Tutuila",201002274,8,"TUT_NW"
"2479",2479,"SAMOA","Tutuila",201002274,9,"TUT_NW"
"2480",2480,"SAMOA","Tutuila",201002274,10,"TUT_NW"
"2481",2481,"SAMOA","Tutuila",201002281,1,"TUT_SE"
"2482",2482,"SAMOA","Tutuila",201002281,2,"TUT_SW"
"2483",2483,"SAMOA","Tutuila",201002281,3,"TUT_SW"
"2484",2484,"SAMOA","Tutuila",201002281,4,"TUT_SW"
"2485",2485,"SAMOA","Tutuila",201002281,5,"TUT_SW"
"2486",2486,"SAMOA","Tutuila",201002281,6,"TUT_SW"
"2487",2487,"SAMOA","Tutuila",201002281,7,"TUT_SW"
"2488",2488,"SAMOA","Tutuila",201002281,8,"TUT_SW"
"2489",2489,"SAMOA","Tutuila",201002281,9,"TUT_SW"
"2490",2490,"SAMOA","Tutuila",201002281,10,"TUT_SW"
"2491",2491,"SAMOA","Tutuila",201002282,1,"TUT_SW"
"2492",2492,"SAMOA","Tutuila",201002282,2,"TUT_SW"
"2493",2493,"SAMOA","Tutuila",201002282,3,"TUT_SW"
"2494",2494,"SAMOA","Tutuila",201002282,4,"TUT_SW"
"2495",2495,"SAMOA","Tutuila",201002282,5,"TUT_SW"
"2496",2496,"SAMOA","Tutuila",201002282,6,"TUT_SW"
"2497",2497,"SAMOA","Tutuila",201002282,7,"TUT_SW"
"2498",2498,"SAMOA","Tutuila",201002282,8,"TUT_SW"
"2499",2499,"SAMOA","Tutuila",201002282,9,"TUT_SW"
"2500",2500,"SAMOA","Tutuila",201002282,10,"TUT_SW"
"2501",2501,"SAMOA","Tutuila",201002283,1,"FAGATELE_SANCTUARY"
"2502",2502,"SAMOA","Tutuila",201002283,2,"FAGATELE_SANCTUARY"
"2503",2503,"SAMOA","Tutuila",201002283,3,"FAGATELE_SANCTUARY"
"2504",2504,"SAMOA","Tutuila",201002283,4,"FAGATELE_SANCTUARY"
"2505",2505,"SAMOA","Tutuila",201002283,5,"FAGATELE_SANCTUARY"
"2506",2506,"SAMOA","Tutuila",201002283,6,"FAGATELE_SANCTUARY"
"2507",2507,"SAMOA","Tutuila",201002283,7,"FAGATELE_SANCTUARY"
"2508",2508,"SAMOA","Tutuila",201002283,8,"TUT_SW"
"2509",2509,"SAMOA","Tutuila",201002283,9,"TUT_SW"
"2510",2510,"SAMOA","Tutuila",201002283,10,"TUT_SW"
"2511",2511,"SAMOA","Tutuila",201002284,1,"TUT_SW"
"2512",2512,"SAMOA","Tutuila",201002284,2,"TUT_SW"
"2513",2513,"SAMOA","Tutuila",201002284,3,"TUT_SW"
"2514",2514,"SAMOA","Tutuila",201002284,4,"TUT_SW"
"2515",2515,"SAMOA","Tutuila",201002284,5,"TUT_SW"
"2516",2516,"SAMOA","Tutuila",201002284,6,"TUT_SW"
"2517",2517,"SAMOA","Tutuila",201002284,7,"TUT_SW"
"2518",2518,"SAMOA","Tutuila",201002284,8,"TUT_SW"
"2519",2519,"SAMOA","Tutuila",201002284,9,"TUT_SW"
"2520",2520,"SAMOA","Tutuila",201002284,10,"TUT_SW"
"2521",2521,"SAMOA","Tutuila",201002285,1,"TUT_SW"
"2522",2522,"SAMOA","Tutuila",201002285,2,"TUT_SW"
"2523",2523,"SAMOA","Tutuila",201002285,3,"TUT_SW"
"2524",2524,"SAMOA","Tutuila",201002285,4,"TUT_SW"
"2525",2525,"SAMOA","Tutuila",201002285,5,"TUT_SW"
"2526",2526,"SAMOA","Tutuila",201002285,6,"TUT_SW"
"2527",2527,"SAMOA","Tutuila",201002285,7,"TUT_SW"
"2528",2528,"SAMOA","Tutuila",201002285,8,"TUT_SW"
"2529",2529,"SAMOA","Tutuila",201002285,9,"TUT_SW"
"2530",2530,"SAMOA","Tutuila",201002285,10,"TUT_SW"
"2531",2531,"SAMOA","Tutuila",201002286,1,"TUT_SW"
"2532",2532,"SAMOA","Tutuila",201002286,2,"TUT_SW"
"2533",2533,"SAMOA","Tutuila",201002286,3,"TUT_SW"
"2534",2534,"SAMOA","Tutuila",201002286,4,"TUT_SW"
"2535",2535,"SAMOA","Tutuila",201002286,5,"TUT_SW"
"2536",2536,"SAMOA","Tutuila",201002286,6,"TUT_SW"
"2537",2537,"SAMOA","Tutuila",201002286,7,"TUT_SW"
"2538",2538,"SAMOA","Tutuila",201002286,8,"TUT_SW"
"2539",2539,"SAMOA","Tutuila",201002286,9,"TUT_SW"
"2540",2540,"SAMOA","Tutuila",201002286,10,"TUT_SW"
"2541",2648,"SAMOA","Tutuila",201003091,1,"TUT_SE"
"2542",2649,"SAMOA","Tutuila",201003091,2,"TUT_SE"
"2543",2650,"SAMOA","Tutuila",201003091,3,"TUT_SE"
"2544",2651,"SAMOA","Tutuila",201003091,4,"TUT_SE"
"2545",2652,"SAMOA","Tutuila",201003091,5,"TUT_SE"
"2546",2653,"SAMOA","Tutuila",201003091,6,"TUT_SE"
"2547",2654,"SAMOA","Tutuila",201003091,7,"TUT_SE"
"2548",2655,"SAMOA","Tutuila",201003091,8,"TUT_SE"
"2549",2656,"SAMOA","Tutuila",201003091,9,"TUT_SE"
"2550",2657,"SAMOA","Tutuila",201003091,10,"TUT_SE"
"2551",2658,"SAMOA","Tutuila",201003092,1,"TUT_SE"
"2552",2659,"SAMOA","Tutuila",201003092,2,"TUT_SE"
"2553",2660,"SAMOA","Tutuila",201003092,3,"TUT_SE"
"2554",2661,"SAMOA","Tutuila",201003092,4,"TUT_SE"
"2555",2662,"SAMOA","Tutuila",201003092,5,"TUT_SE"
"2556",2663,"SAMOA","Tutuila",201003092,6,"TUT_SE"
"2557",2664,"SAMOA","Tutuila",201003092,7,"TUT_SE"
"2558",2665,"SAMOA","Tutuila",201003092,8,"TUT_SE"
"2559",2666,"SAMOA","Tutuila",201003092,9,"TUT_SE"
"2560",2667,"SAMOA","Tutuila",201003093,1,"TUT_SE"
"2561",2668,"SAMOA","Tutuila",201003093,2,"TUT_SE"
"2562",2669,"SAMOA","Tutuila",201003093,3,"TUT_SE"
"2563",2670,"SAMOA","Tutuila",201003093,4,"TUT_SE"
"2564",2671,"SAMOA","Tutuila",201003093,5,"TUT_SE"
"2565",2672,"SAMOA","Tutuila",201003093,6,"TUT_SE"
"2566",2673,"SAMOA","Tutuila",201003093,7,"TUT_SE"
"2567",2674,"SAMOA","Tutuila",201003093,8,"TUT_SE"
"2568",2675,"SAMOA","Tutuila",201003093,9,"TUT_SE"
"2569",2676,"SAMOA","Tutuila",201003093,10,"TUT_SE"
"2570",2677,"SAMOA","Tutuila",201003094,1,"TUT_SE"
"2571",2678,"SAMOA","Tutuila",201003094,2,"TUT_SE"
"2572",2679,"SAMOA","Tutuila",201003094,3,"TUT_SE"
"2573",2680,"SAMOA","Tutuila",201003094,4,"TUT_SE"
"2574",2681,"SAMOA","Tutuila",201003094,5,"TUT_SE"
"2575",2682,"SAMOA","Tutuila",201003094,6,"TUT_SE"
"2576",2683,"SAMOA","Tutuila",201003094,7,"TUT_SE"
"2577",2684,"SAMOA","Tutuila",201003094,8,"TUT_SE"
"2578",2685,"SAMOA","Tutuila",201003094,9,"TUT_SE"
"2579",2686,"SAMOA","Tutuila",201003094,10,"TUT_SE"
"2580",2687,"SAMOA","Tutuila",201003095,1,"TUT_SE"
"2581",2688,"SAMOA","Tutuila",201003095,2,"TUT_SE"
"2582",2689,"SAMOA","Tutuila",201003095,3,"TUT_SE"
"2583",2690,"SAMOA","Tutuila",201003095,4,"TUT_SE"
"2584",2691,"SAMOA","Tutuila",201003095,5,"TUT_SE"
"2585",2692,"SAMOA","Tutuila",201003095,6,"TUT_SE"
"2586",2693,"SAMOA","Tutuila",201003095,7,"TUT_SE"
"2587",2694,"SAMOA","Tutuila",201003095,8,"TUT_SE"
"2588",2695,"SAMOA","Tutuila",201003095,9,"TUT_SE"
"2589",2696,"SAMOA","Tutuila",201003095,10,"TUT_SW"
"2590",3122,"SAMOA","Tutuila",201203251,1,"TUT_SE"
"2591",3123,"SAMOA","Tutuila",201203251,2,"TUT_SE"
"2592",3124,"SAMOA","Tutuila",201203251,3,"TUT_SE"
"2593",3125,"SAMOA","Tutuila",201203251,4,"TUT_SE"
"2594",3126,"SAMOA","Tutuila",201203251,5,"TUT_SE"
"2595",3127,"SAMOA","Tutuila",201203251,6,"TUT_SE"
"2596",3128,"SAMOA","Tutuila",201203251,7,"TUT_SE"
"2597",3129,"SAMOA","Tutuila",201203251,8,"TUT_SE"
"2598",3130,"SAMOA","Tutuila",201203251,9,"TUT_SE"
"2599",3131,"SAMOA","Tutuila",201203251,10,"TUT_SE"
"2600",3132,"SAMOA","Tutuila",201203252,1,"TUT_SE"
"2601",3133,"SAMOA","Tutuila",201203252,2,"TUT_SE"
"2602",3134,"SAMOA","Tutuila",201203252,3,"TUT_SE"
"2603",3135,"SAMOA","Tutuila",201203252,4,"TUT_SE"
"2604",3136,"SAMOA","Tutuila",201203252,5,"TUT_SE"
"2605",3137,"SAMOA","Tutuila",201203252,6,"TUT_SE"
"2606",3138,"SAMOA","Tutuila",201203252,7,"TUT_SE"
"2607",3139,"SAMOA","Tutuila",201203252,8,"TUT_SE"
"2608",3140,"SAMOA","Tutuila",201203252,9,"TUT_SE"
"2609",3141,"SAMOA","Tutuila",201203252,10,"TUT_SE"
"2610",3142,"SAMOA","Tutuila",201203253,1,"TUT_SE"
"2611",3143,"SAMOA","Tutuila",201203253,2,"TUT_SE"
"2612",3144,"SAMOA","Tutuila",201203253,3,"TUT_SE"
"2613",3145,"SAMOA","Tutuila",201203253,4,"TUT_SE"
"2614",3146,"SAMOA","Tutuila",201203253,5,"TUT_SE"
"2615",3147,"SAMOA","Tutuila",201203253,6,"TUT_SE"
"2616",3148,"SAMOA","Tutuila",201203253,7,"TUT_SE"
"2617",3149,"SAMOA","Tutuila",201203253,8,"TUT_SE"
"2618",3150,"SAMOA","Tutuila",201203253,9,"TUT_SE"
"2619",3151,"SAMOA","Tutuila",201203253,10,"TUT_SE"
"2620",3152,"SAMOA","Tutuila",201203254,1,"TUT_SE"
"2621",3153,"SAMOA","Tutuila",201203254,2,"TUT_SE"
"2622",3154,"SAMOA","Tutuila",201203254,3,"TUT_SE"
"2623",3155,"SAMOA","Tutuila",201203254,4,"TUT_SE"
"2624",3156,"SAMOA","Tutuila",201203254,5,"TUT_SE"
"2625",3157,"SAMOA","Tutuila",201203254,6,"TUT_SE"
"2626",3158,"SAMOA","Tutuila",201203254,7,"TUT_SE"
"2627",3159,"SAMOA","Tutuila",201203254,8,"TUT_SE"
"2628",3160,"SAMOA","Tutuila",201203254,9,"TUT_SE"
"2629",3161,"SAMOA","Tutuila",201203254,10,"TUT_SE"
"2630",3162,"SAMOA","Tutuila",201203255,1,"TUT_SE"
"2631",3163,"SAMOA","Tutuila",201203255,2,"TUT_SE"
"2632",3164,"SAMOA","Tutuila",201203255,3,"TUT_SE"
"2633",3165,"SAMOA","Tutuila",201203255,4,"TUT_SE"
"2634",3166,"SAMOA","Tutuila",201203255,5,"TUT_SE"
"2635",3167,"SAMOA","Tutuila",201203255,7,"TUT_SE"
"2636",3168,"SAMOA","Tutuila",201203255,8,"TUT_SE"
"2637",3169,"SAMOA","Tutuila",201203255,9,"TUT_SE"
"2638",3170,"SAMOA","Tutuila",201203255,10,"TUT_SE"
"2639",3171,"SAMOA","Tutuila",201203256,1,"TUT_SE"
"2640",3172,"SAMOA","Tutuila",201203256,2,"TUT_SE"
"2641",3173,"SAMOA","Tutuila",201203256,5,"TUT_SE"
"2642",3174,"SAMOA","Tutuila",201203256,6,"TUT_SE"
"2643",3175,"SAMOA","Tutuila",201203256,7,"TUT_SE"
"2644",3176,"SAMOA","Tutuila",201203256,8,"TUT_SE"
"2645",3177,"SAMOA","Tutuila",201203256,9,"TUT_SE"
"2646",3178,"SAMOA","Tutuila",201203256,10,"TUT_SE"
"2647",3179,"SAMOA","Tutuila",201204011,1,"TUT_SE"
"2648",3180,"SAMOA","Tutuila",201204011,2,"TUT_SE"
"2649",3181,"SAMOA","Tutuila",201204011,3,"TUT_SE"
"2650",3182,"SAMOA","Tutuila",201204011,4,"TUT_SE"
"2651",3183,"SAMOA","Tutuila",201204011,5,"TUT_SE"
"2652",3184,"SAMOA","Tutuila",201204011,6,"TUT_SE"
"2653",3185,"SAMOA","Tutuila",201204011,7,"TUT_SE"
"2654",3186,"SAMOA","Tutuila",201204011,8,"TUT_SE"
"2655",3187,"SAMOA","Tutuila",201204011,9,"TUT_SE"
"2656",3188,"SAMOA","Tutuila",201204011,10,"TUT_SE"
"2657",3189,"SAMOA","Tutuila",201204012,1,"TUT_SE"
"2658",3190,"SAMOA","Tutuila",201204012,2,"TUT_SE"
"2659",3191,"SAMOA","Tutuila",201204012,3,"TUT_SE"
"2660",3192,"SAMOA","Tutuila",201204012,4,"TUT_SE"
"2661",3193,"SAMOA","Tutuila",201204012,5,"TUT_SE"
"2662",3194,"SAMOA","Tutuila",201204012,6,"TUT_SE"
"2663",3195,"SAMOA","Tutuila",201204012,8,"TUT_SE"
"2664",3196,"SAMOA","Tutuila",201204012,9,"TUT_SE"
"2665",3197,"SAMOA","Tutuila",201204013,1,"TUT_SE"
"2666",3198,"SAMOA","Tutuila",201204013,2,"TUT_SE"
"2667",3199,"SAMOA","Tutuila",201204013,3,"TUT_SE"
"2668",3200,"SAMOA","Tutuila",201204013,4,"TUT_SE"
"2669",3201,"SAMOA","Tutuila",201204013,5,"TUT_SE"
"2670",3202,"SAMOA","Tutuila",201204013,6,"TUT_SE"
"2671",3203,"SAMOA","Tutuila",201204013,7,"TUT_SE"
"2672",3204,"SAMOA","Tutuila",201204013,8,"TUT_SE"
"2673",3205,"SAMOA","Tutuila",201204013,9,"TUT_SE"
"2674",3206,"SAMOA","Tutuila",201204013,10,"TUT_SE"
"2675",3207,"SAMOA","Tutuila",201204014,1,"TUT_SE"
"2676",3208,"SAMOA","Tutuila",201204014,2,"TUT_SE"
"2677",3209,"SAMOA","Tutuila",201204014,3,"TUT_SE"
"2678",3210,"SAMOA","Tutuila",201204014,4,"TUT_SE"
"2679",3211,"SAMOA","Tutuila",201204014,5,"TUT_SE"
"2680",3212,"SAMOA","Tutuila",201204014,6,"TUT_SE"
"2681",3213,"SAMOA","Tutuila",201204014,7,"TUT_SE"
"2682",3214,"SAMOA","Tutuila",201204014,8,"TUT_SE"
"2683",3215,"SAMOA","Tutuila",201204014,9,"TUT_SE"
"2684",3216,"SAMOA","Tutuila",201204014,10,"TUT_SE"
"2685",3217,"SAMOA","Tutuila",201204015,1,"TUT_SE"
"2686",3218,"SAMOA","Tutuila",201204015,2,"TUT_SE"
"2687",3219,"SAMOA","Tutuila",201204015,3,"TUT_SW"
"2688",3220,"SAMOA","Tutuila",201204015,4,"TUT_SW"
"2689",3221,"SAMOA","Tutuila",201204015,5,"TUT_SW"
"2690",3222,"SAMOA","Tutuila",201204015,6,"TUT_SW"
"2691",3223,"SAMOA","Tutuila",201204015,7,"TUT_SW"
"2692",3224,"SAMOA","Tutuila",201204015,8,"TUT_SW"
"2693",3225,"SAMOA","Tutuila",201204015,9,"TUT_SW"
"2694",3226,"SAMOA","Tutuila",201204015,10,"TUT_SW"
"2695",3227,"SAMOA","Tutuila",201204016,1,"TUT_SW"
"2696",3228,"SAMOA","Tutuila",201204016,2,"TUT_SW"
"2697",3229,"SAMOA","Tutuila",201204016,3,"TUT_SW"
"2698",3230,"SAMOA","Tutuila",201204016,4,"TUT_SW"
"2699",3231,"SAMOA","Tutuila",201204016,5,"TUT_SW"
"2700",3232,"SAMOA","Tutuila",201204016,6,"TUT_SW"
"2701",3233,"SAMOA","Tutuila",201204016,7,"TUT_SW"
"2702",3234,"SAMOA","Tutuila",201204016,8,"TUT_SW"
"2703",3235,"SAMOA","Tutuila",201204016,9,"TUT_SW"
"2704",3236,"SAMOA","Tutuila",201204021,1,"TUT_NW"
"2705",3237,"SAMOA","Tutuila",201204021,2,"TUT_NW"
"2706",3238,"SAMOA","Tutuila",201204021,3,"TUT_NW"
"2707",3239,"SAMOA","Tutuila",201204021,4,"TUT_NW"
"2708",3240,"SAMOA","Tutuila",201204021,5,"TUT_NW"
"2709",3241,"SAMOA","Tutuila",201204021,6,"TUT_NW"
"2710",3242,"SAMOA","Tutuila",201204021,7,"TUT_NW"
"2711",3243,"SAMOA","Tutuila",201204021,8,"TUT_NW"
"2712",3244,"SAMOA","Tutuila",201204021,9,"TUT_NW"
